uniprot_gn_id	Subcellular.location..CC.	Intramembrane	Topological.domain	Transmembrane
P07550	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19584355, ECO:0000269|PubMed:20559325, ECO:0000269|PubMed:25220262, ECO:0000269|PubMed:2831218, ECO:0000269|PubMed:7915137}; Multi-pass membrane protein {ECO:0000269|PubMed:19584355}. Early endosome {ECO:0000269|PubMed:20559325}. Golgi apparatus {ECO:0000269|PubMed:27481942}. Note=Colocalizes with VHL at the cell membrane (PubMed:19584355). Activated receptors are internalized into endosomes prior to their degradation in lysosomes (PubMed:20559325). Activated receptors are also detected within the Golgi apparatus (PubMed:27481942). {ECO:0000269|PubMed:19584355, ECO:0000269|PubMed:20559325, ECO:0000269|PubMed:27481942}.	NA	TOPO_DOM 1..34;  /note=Extracellular; TOPO_DOM 59..71;  /note=Cytoplasmic; TOPO_DOM 96..106;  /note=Extracellular; TOPO_DOM 130..150;  /note=Cytoplasmic; TOPO_DOM 175..196;  /note=Extracellular; TOPO_DOM 221..274;  /note=Cytoplasmic; TOPO_DOM 299..305;  /note=Extracellular; TOPO_DOM 330..413;  /note=Cytoplasmic	TRANSMEM 35..58;  /note=Helical; Name=1; TRANSMEM 72..95;  /note=Helical; Name=2; TRANSMEM 107..129;  /note=Helical; Name=3; TRANSMEM 151..174;  /note=Helical; Name=4; TRANSMEM 197..220;  /note=Helical; Name=5; TRANSMEM 275..298;  /note=Helical; Name=6; TRANSMEM 306..329;  /note=Helical; Name=7
P13945	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..36;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 64..72;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 92..111;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 134..155;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 179..203;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 226..292;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 315..326;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 348..408;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 37..63;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 73..91;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 112..133;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 156..178;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 204..225;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 293..314;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 327..347;  /note=Helical; Name=7;  /evidence=ECO:0000250
O95994	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15834940}. Endoplasmic reticulum {ECO:0000250}.	NA	NA	NA
P30556	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33713620}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 1..27;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 53..64;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 88..102;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 125..142;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 163..192;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 215..240;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 263..275;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 297..359;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 28..52;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 65..87;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 103..124;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 143..162;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 193..214;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 241..262;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 276..296;  /note=Helical; Name=7;  /evidence=ECO:0000255
P50052	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..45;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 72..80;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 103..119;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 141..160;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 180..208;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 235..256;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 279..297;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 319..363;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 46..71;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 81..102;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 120..140;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 161..179;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 209..234;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 257..278;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 298..318;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q9UM73	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16317043, ECO:0000269|PubMed:9174053}; Single-pass type I membrane protein {ECO:0000269|PubMed:16317043, ECO:0000269|PubMed:9174053}. Note=Membrane attachment was crucial for promotion of neuron-like differentiation and cell proliferation arrest through specific activation of the MAP kinase pathway.	NA	TOPO_DOM 19..1038;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1060..1620;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1039..1059;  /note=Helical;  /evidence=ECO:0000255
Q9UKV5	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11724934, ECO:0000269|PubMed:22728137}; Multi-pass membrane protein {ECO:0000269|PubMed:11724934}. Note=Palmitoylation promotes localization to the peripheral endoplasmic reticulum. {ECO:0000269|PubMed:22728137}.	NA	NA	TRANSMEM 82..102;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 122..142;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 145..165;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 186..206;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 215..235;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 276..296;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 429..449;  /note=Helical;  /evidence=ECO:0000255
Q16671	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 18..149;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 171..573;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 150..170;  /note=Helical;  /evidence=ECO:0000255
Q8J025	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20393562}; Single-pass type I membrane protein {ECO:0000269|PubMed:20393562}.	NA	TOPO_DOM 27..492;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 513..514;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 493..512;  /note=Helical;  /evidence=ECO:0000255
P35414	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25639753}. Note=After exposure to apelin (APLN), internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane (By similarity). After exposure to apelin receptor early endogenous ligand (APELA), internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane (PubMed:25639753). {ECO:0000250|UniProtKB:Q9JHG3, ECO:0000269|PubMed:25639753}.	NA	TOPO_DOM 1..26;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 52..66;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 92..100;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 126..144;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 167..200;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 222..244;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 272..284;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 309..380;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 27..51;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 67..91;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 101..125;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 145..166;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 201..221;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 245..271;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 285..308;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q06481	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.	NA	TOPO_DOM 32..692;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 717..763;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 693..716;  /note=Helical;  /evidence=ECO:0000255
P29972	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23219802}; Multi-pass membrane protein {ECO:0000269|PubMed:23219802}.	INTRAMEM 71..76; INTRAMEM 77..84;  /note=Helical; Name=Helix B; INTRAMEM 187..192; INTRAMEM 193..200;  /note=Helical; Name=Helix E	TOPO_DOM 2..7;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 37..48;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 67..70;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 85..94;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 116..136;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 156..166;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 184..186;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 201..207;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:7507481; TOPO_DOM 229..269;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:7507481	TRANSMEM 8..36;  /note=Helical; Name=Helix 1; TRANSMEM 49..66;  /note=Helical; Name=Helix 2; TRANSMEM 95..115;  /note=Helical; Name=Helix 3; TRANSMEM 137..155;  /note=Helical; Name=Helix 4; TRANSMEM 167..183;  /note=Helical; Name=Helix 5; TRANSMEM 208..228;  /note=Helical; Name=Helix 6
P52961	SUBCELLULAR LOCATION: Sarcoplasmic reticulum membrane; Lipid-anchor, GPI-anchor.	NA	NA	NA
P07306	SUBCELLULAR LOCATION: [Isoform H1a]: Membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Isoform H1b]: Secreted {ECO:0000269|PubMed:20886072}.	NA	TOPO_DOM 1..40;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 62..291;  /note=Extracellular;  /evidence=ECO:0000305	TRANSMEM 41..61;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000305
P07307	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.	NA	TOPO_DOM 1..58;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 80..311;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 59..79;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
Q9UHC3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Cell surface expression may be stabilized by interaction with LIN7B and cytoplasmic retention by interaction with DLG4. In part cytoplasmic in cochlea cells (By similarity). {ECO:0000250}.	NA	TOPO_DOM 1..43;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 62..441;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 461..531;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 44..61;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 442..460;  /note=Helical;  /evidence=ECO:0000255
P13637	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7711835}; Multi-pass membrane protein {ECO:0000269|PubMed:7711835}.	NA	TOPO_DOM 1..77;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 99..121;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 143..278;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 299..310;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 329..762;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 783..792;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 814..833;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 857..908;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 929..941;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 961..975;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 997..1013;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 78..98;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 122..142;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 279..298;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 311..328;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 763..782;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 793..813;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 834..856;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 909..928;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 942..960;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 976..996;  /note=Helical;  /evidence=ECO:0000255
O75787	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:29127204}; Single-pass type I membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:29127204}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000250|UniProtKB:Q9CYN9}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:Q9CYN9}. Cell projection, axon {ECO:0000250|UniProtKB:Q9CYN9}. Endosome membrane {ECO:0000250|UniProtKB:Q9CYN9}.	NA	TOPO_DOM 17..302;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 324..350;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 303..323;  /note=Helical;  /evidence=ECO:0000255
O75882	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:7539799}; Single-pass type I membrane protein {ECO:0000269|PubMed:7539799}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:7539799, ECO:0000269|PubMed:9736737}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:7539799}.	NA	TOPO_DOM 84..1279;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1301..1429;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1280..1300;  /note=Helical;  /evidence=ECO:0000255
P37288	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..52;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 77..88;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 111..125;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 148..168;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 191..218;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 240..293;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 314..331;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 352..418;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 53..76;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 89..110;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 126..147;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 169..190;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 219..239;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 294..313;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 332..351;  /note=Helical; Name=7;  /evidence=ECO:0000255
P47901	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33713620}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 1..35;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 60..71;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 94..108;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 131..151;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 174..201;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 223..283;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 304..321;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 342..424;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 36..59;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 72..93;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 109..130;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 152..173;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 202..222;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 284..303;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 322..341;  /note=Helical; Name=7;  /evidence=ECO:0000255
P30518	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23236378}; Multi-pass membrane protein {ECO:0000305}.	NA	TOPO_DOM 1..38;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 64..77;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 99..113;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 136..159;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 181..200;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 221..271;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 294..308;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 329..371;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 39..63;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 78..98;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 114..135;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 160..180;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 201..220;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 272..293;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 309..328;  /note=Helical; Name=7;  /evidence=ECO:0000255
P30530	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7896447}; Single-pass type I membrane protein {ECO:0000269|PubMed:7896447}.	NA	TOPO_DOM 26..451;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 473..894;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 452..472;  /note=Helical;  /evidence=ECO:0000255
O60241	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28891236}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 33..936;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 958..965;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 987..994;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1016..1036;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1058..1078;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1100..1121;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1143..1153;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1175..1585;  /note=Cytoplasmic;  /evidence=ECO:0000305	TRANSMEM 937..957;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 966..986;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 995..1015;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 1037..1057;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 1079..1099;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 1122..1142;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 1154..1174;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q13145	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 21..152;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 174..260;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 153..173;  /note=Helical;  /evidence=ECO:0000255
P50895	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 32..547;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 569..628;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 548..568;  /note=Helical;  /evidence=ECO:0000255
P46663	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..40;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 65..73;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 99..111;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 134..155;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 179..199;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 227..247;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 273..291;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 315..353;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 41..64;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 74..98;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 112..133;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 156..178;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 200..226;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 248..272;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 292..314;  /note=Helical; Name=7;  /evidence=ECO:0000255
P30411	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..60;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 85..93;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 119..131;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 154..175;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 199..221;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 249..267;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 293..311;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 336..391;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 61..84;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 94..118;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 132..153;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 176..198;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 222..248;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 268..292;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 312..335;  /note=Helical; Name=7;  /evidence=ECO:0000255
P36894	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P36898}; Single-pass type I membrane protein {ECO:0000255}. Cell surface {ECO:0000250|UniProtKB:P36895}.	NA	TOPO_DOM 24..152;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 177..532;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 153..176;  /note=Helical;  /evidence=ECO:0000255
O00238	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P36898}. Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 14..126;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 149..502;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 127..148;  /note=Helical;  /evidence=ECO:0000255
